agent,density,scenario,seed,success_rate,safe_success_rate,collision_per_episode,avg_episode_length,avg_jerk,avg_min_dist,freezing_rate,num_episodes
SARL,19,random,10,0.86,0.23,3.43,46.4,0.037754544593795875,0.26188021352514623,0.028663793103448274,100
SARL,19,random,123,0.74,0.25,3.06,53.05,0.04076086290494479,0.2719403151422739,0.10141376060320452,100
SARL,19,random,42,0.71,0.12,3.94,54.23,0.032599978451326186,0.25839927174150945,0.08943389267932879,100
SARL,19,random,456,0.74,0.15,3.24,47.08,0.047809863647898965,0.26635108187794687,0.1072642310960068,100
SARL,19,random,9,0.27,0.08,3.61,83.32,0.03383073179194876,0.27237625263631343,0.1386221795487278,100
DS_RNN,19,random,10,0.93,0.28,3.0,40.47,0.044584417364712026,0.2675153288990259,0.03138127007659995,100
DS_RNN,19,random,123,0.77,0.31,2.75,49.92,0.04970827250906003,0.2823029589653015,0.046875,100
DS_RNN,19,random,42,0.83,0.2,3.8,47.36,0.03860980768629382,0.25518846437335013,0.018158783783783782,100
DS_RNN,19,random,456,0.74,0.2,3.1,49.37,0.041935115278081796,0.27279649779200554,0.061980960097225035,100
DS_RNN,19,random,9,0.4,0.11,3.39,73.08,0.031763129230413856,0.27611545197665693,0.10372194854953476,100
LSTM_RL,19,random,10,0.99,0.76,0.45,32.73,0.33387248596136,0.32387410297989844,0.005499541704857928,100
LSTM_RL,19,random,123,1.0,0.84,0.29,29.3,0.6359231011790648,0.32807436972856524,0.008873720136518772,100
LSTM_RL,19,random,42,1.0,0.81,0.4,26.85,0.5763112719698559,0.32522911369800567,0.0033519553072625698,100
LSTM_RL,19,random,456,1.0,0.84,0.27,29.78,0.5993697113811173,0.3303823068737984,0.004029550033579583,100
LSTM_RL,19,random,9,1.0,0.79,0.37,27.83,0.572006608131805,0.33362827986478805,0.0025152712899748474,100
PSS_Social,21,random,10,0.99,0.87,0.22,41.26,0.48070811676772907,0.3309134592115879,0.0075133301017935045,100
PSS_Social,21,random,123,0.97,0.83,0.35,38.49,0.5989591327343592,0.32699460834264754,0.007014809041309431,100
